mode,SDI_mean,KSI_mean,MI_mean,Entropy_mean,CDCI,C_index,D_index
fixed,0.00431301824212272,0.32935323383084575,0.8254411979592675,2.576723681757092,0.34753998082567944,0.004893712179018562,0.6901862494723403
random_mean,0.004320261954406319,0.31446869910269293,0.7751737798782872,2.5752667176436503,0.35140175376668037,0.004713650570311225,0.6980898569630496
