SDI_mean,KSI_mean,MI_mean,Chi2_mean,Entropy_mean,MI_boot_mean,C,D,CDCI
0.005000000000000001,0.08700000000000001,4.570258561647966,37.64,4.570258562748878,4.475809434264421,0.06422406636309443,0.3205602130150108,0.1923921396890526
