mode,SDI_mean,KSI_mean,MI_mean,Entropy_mean,CDCI,C_index,D_index
fixed,0.013781094527363183,0.31343283582089554,2.037667606545742,4.613073737335614,0.22922315755553518,0.0563031159698229,0.40214319914124746
random_mean,0.013572139303482587,0.3084577114427861,2.0053786579906387,4.5848951505666555,0.23369304349062192,0.05679127961777536,0.41059480736346854
