SDI_mean,KSI_mean,MI_mean,Chi2_mean,Entropy_mean,MI_boot_mean,C,D,CDCI
0.0049019607843137246,0.3176470588235294,1.7796413644075628,31.47843137254902,4.593211617900062,2.3163869031043682,0.0004960567283995123,0.4451299818798192,0.22281301930410938
