mode,SDI_mean,KSI_mean,MI_mean,Entropy_mean,CDCI,C_index,D_index
fixed,0.004120915032679738,0.16594771241830067,0.8016071308886563,2.5713558098358655,0.3528055141987695,0.005013487981511344,0.7005975404160276
random_mean,0.004356860045798543,0.29146501083693566,0.7687861596406822,2.5741394689108903,0.3519561470888414,0.0050055574990458635,0.6989067366786369
