SDI_mean,KSI_mean,MI_mean,Chi2_mean,Entropy_mean,MI_boot_mean,C,D,CDCI
0.005000000000000001,0.33399999999999996,3.2101018150940277,22.612000000000002,4.617632646164237,3.312530186250485,0.07030003106627612,0.3950167553650653,0.23265839321567072
