mode,SDI_mean,KSI_mean,MI_mean,Entropy_mean,CDCI,C_index,D_index
fixed,0.005000000000000001,0.08700000000000001,4.570258561647966,4.570258562748878,0.1923921396890526,0.06422406636309443,0.3205602130150108
random_mean,0.005000000000000002,0.07649999999999998,4.570258561647966,4.570258562748878,0.19235294861081798,0.06414568420662511,0.3205602130150108
