mode,SDI_mean,KSI_mean,MI_mean,Entropy_mean,CDCI,C_index,D_index
fixed,0.005000000000000001,1.0,4.559314737206401,4.559314738400315,0.19525870656554273,0.07223098555913542,0.31828642757195
random_mean,0.005000000000000002,1.0,4.559314737206401,4.559314738400316,0.1952847863838215,0.072283145195693,0.31828642757195
