SDI_mean,KSI_mean,MI_mean,Chi2_mean,Entropy_mean,MI_boot_mean,C,D,CDCI
0.004120915032679738,0.16594771241830067,0.8016071308886563,7.61921568627451,2.5713558098358655,1.164789351292482,0.005013487981511344,0.7005975404160276,0.3528055141987695
