SDI_mean,KSI_mean,MI_mean,Chi2_mean,Entropy_mean,MI_boot_mean,C,D,CDCI
0.013781094527363183,0.31343283582089554,2.037667606545742,24.100497512437812,4.613073737335614,2.4898558030203892,0.0563031159698229,0.40214319914124746,0.22922315755553518
