mode,SDI_mean,KSI_mean,MI_mean,Entropy_mean,CDCI,C_index,D_index
fixed,0.0049019607843137246,0.3176470588235294,1.7796413644075628,4.593211617900062,0.22281301930410938,0.0004960567283995123,0.4451299818798192
random_mean,0.004955665024630542,0.326992118226601,1.8641070047017128,4.595489620647197,0.2190120816389772,0.0004951127768218677,0.4375290505011325
