SDI_mean,SDI_std,KSI_mean,MI_mean,Chi2_mean,Entropy_mean,MI_boot_mean,C,D,CDCI
0.005000000000000001,8.673617379884035e-19,1.0,4.559314737206401,40.604,4.559314738400315,4.464038620915896,0.07223098555913542,0.31828642757195,0.19525870656554273
