mode,SDI_mean,KSI_mean,MI_mean,Entropy_mean,CDCI,C_index,D_index
fixed,0.0049019607843137246,0.32745098039215687,1.8192929719588808,4.58750582319771,0.5410691187765446,0.9997565830035022,0.29282707037959155
random_mean,0.004946005988602337,0.38215285424514633,1.8605379966740254,4.588342444546983,0.5410397714684858,0.9997613813566011,0.2927939040677557
