mode,SDI_mean,KSI_mean,MI_mean,Entropy_mean,CDCI,C_index,D_index
fixed,0.005000000000000001,1.0,4.597275850920298,4.597275850920298,0.53128148449763,0.9642728633640179,0.29271799144621463
random_mean,0.004999999999999999,1.0,4.597275850920298,4.597275850920298,0.5313043732732072,0.9643559557736427,0.29271799144621463
