SDI_mean,SDI_std,KSI_mean,MI_mean,Chi2_mean,Entropy_mean,MI_boot_mean,MI_boot_CI_low,MI_boot_CI_high,CDCI,C_index,D_index
0.01333333333333333,0.0033001241695078606,0.3114427860696517,2.0360948263746637,23.686567164179106,4.613944078967842,2.490595337332582,2.3487302970310227,2.641759275524684,0.5434302816637779,0.9706014329177834,0.3042613177907685
