SDI_mean,KSI_mean,MI_mean,Chi2_mean,Entropy_mean,MI_boot_mean,MI_boot_CI_low,MI_boot_CI_high,CDCI,C_index,D_index
0.0049019607843137246,0.32745098039215687,1.8192929719588808,32.85490196078431,4.58750582319771,2.3424704371944354,2.1937185604868454,2.4939192306262075,0.5410691187765446,0.9997565830035022,0.29282707037959155
