mode,SDI_mean,KSI_mean,MI_mean,Entropy_mean,CDCI,C_index,D_index
fixed,0.008159203980099502,1.0,0.8264556700597723,2.575898726694072,0.5503483840350113,0.9983964056141633,0.30336982595968953
random_mean,0.008333333333333333,0.9991044776119402,0.8072339770106595,2.57631460645321,0.5512059375675707,0.9985164515493761,0.30427997174185323
