mode,SDI_mean,KSI_mean,MI_mean,Entropy_mean,CDCI,C_index,D_index
fixed,0.005000000000000001,0.33399999999999996,3.195895874876455,4.6290537794744795,0.5334500634932449,0.9506413956406354,0.29934418125057194
random_mean,0.004999999999999999,0.2191,3.0043299106549752,4.560179189538875,0.516450032321965,0.9487060700995993,0.28146941982049556
