SDI_mean,SDI_std_mean,KSI_mean,MI_mean,Chi2_mean,Entropy_mean,MI_boot_mean,MI_boot_CI_low,MI_boot_CI_high,CDCI,C_index,D_index
0.005000000000000001,8.673617379884035e-19,1.0,4.597275850920298,30.724,4.597275850920298,4.501614346070967,4.402710127086583,4.585928743877302,0.53128148449763,0.9642728633640179,0.29271799144621463
