mode,SDI_mean,KSI_mean,MI_mean,Entropy_mean,CDCI,C_index,D_index
fixed,0.005000000000000001,0.094,4.587264795223788,4.5872647952237875,0.53311610698992,0.970944020652418,0.29271799144621463
random_mean,0.004999999999999999,0.07780000000000001,4.587264795223788,4.5872647952237875,0.5330984134387287,0.9708795810832982,0.29271799144621463
