SDI_mean,KSI_mean,MI_mean,Chi2_mean,Entropy_mean,MI_boot_mean,MI_boot_CI_low,MI_boot_CI_high,CDCI,C_index,D_index
0.005000000000000001,0.33399999999999996,3.195895874876455,19.336000000000002,4.6290537794744795,3.303559802897668,3.2045758877806976,3.416938786258661,0.5334500634932449,0.9506413956406354,0.29934418125057194
