SDI_mean,KSI_mean,MI_mean,Chi2_mean,Entropy_mean,MI_boot_mean,MI_boot_CI_low,MI_boot_CI_high,CDCI,C_index,D_index
0.005000000000000001,0.094,4.587264795223788,33.012,4.5872647952237875,4.49276217254387,4.392939650694644,4.582975525165961,0.53311610698992,0.970944020652418,0.29271799144621463
