key,SDI_mean,SDI_std_mean,KSI_mean,MI_mean,Chi2_mean,Entropy_mean,MI_boot_mean,CDCI,C_index,D_index
8,0.004999999999999999,8.673617379884035e-19,1.0,4.597275850920298,30.724,4.597275850920298,4.503354980283476,0.5312715080687122,0.9642366493808958,0.29271799144621463
10,0.004999999999999999,8.673617379884035e-19,1.0,4.597275850920298,30.724,4.597275850920298,4.5032174694604725,0.5312865072547832,0.9642910960013592,0.29271799144621463
11,0.004999999999999999,8.673617379884035e-19,1.0,4.597275850920298,30.724,4.597275850920298,4.503055700371284,0.5313622198128083,0.964565953904732,0.29271799144621463
13,0.004999999999999999,8.673617379884035e-19,1.0,4.597275850920298,30.724,4.597275850920298,4.50446821714138,0.5312767972011281,0.9642558486062565,0.29271799144621463
14,0.004999999999999999,8.673617379884035e-19,1.0,4.597275850920298,30.724,4.597275850920298,4.5073481655093905,0.5312732277916846,0.9642428918485434,0.29271799144621463
17,0.004999999999999999,8.673617379884035e-19,1.0,4.597275850920298,30.724,4.597275850920298,4.503200677063713,0.5313661844533554,0.9645803477453747,0.29271799144621463
23,0.004999999999999999,8.673617379884035e-19,1.0,4.597275850920298,30.724,4.597275850920298,4.506313227340398,0.5312837233504671,0.9642809903913948,0.29271799144621463
25,0.004999999999999999,8.673617379884035e-19,1.0,4.597275850920298,30.724,4.597275850920298,4.501962103544016,0.5313148182527191,0.9643938683105857,0.29271799144621463
