SDI_mean,KSI_mean,MI_mean,Entropy_mean,Chi2_mean,MI_boot_mean,CDCI,C_index,D_index
0.008159203980099502,1.0,0.8264556700597723,2.575898726694072,5.044776119402984,1.1860909313281118,0.5503483840350113,0.9983964056141633,0.30336982595968953
