mode,SDI_mean,KSI_mean,MI_mean,Entropy_mean,CDCI,C_index,D_index
fixed,0.01333333333333333,0.3114427860696517,2.0360948263746637,4.613944078967842,0.5434302816637779,0.9706014329177834,0.3042613177907685
random_mean,0.014170812603648423,0.310547263681592,1.9833342776391887,4.580777691855092,0.5361406919410784,0.9692580755365349,0.2965854738877072
